task_id,mcp_ids
4421,"[2839, 2264, 3868, 3869, 3942, 3946, 4353, 4432, 5363, 5533, 5070, 3590]"
4422,"[1039, 1111, 1159, 1182, 1235, 1317, 1347, 1407, 1470, 1497, 4785, 428, 4056, 632]"
4423,"[3077, 2331, 5617, 5506, 3164, 1263, 2264, 1587, 1595, 1569, 3989, 2079, 1695]"
4424,"[1708, 3118, 4743, 4748, 4745, 4751, 5610, 1577, 1611, 1613, 2028, 3101, 196, 3444]"
4425,"[1614, 1651, 1652, 1653, 1806, 1770, 1814, 1851, 1913, 1964, 2816]"
4426,"[1145, 1967, 1940, 1946, 1963, 2195, 2150, 2163, 2222, 2340, 1177, 4171, 687]"
4427,"[5578, 1619, 3386, 3327, 3873, 3927, 5607, 681, 2967, 829, 3397, 2822, 3657]"
4428,"[5456, 5494, 5537, 4304, 4481, 2361, 2371, 2380, 2393, 2396, 4903]"
4429,"[2331, 5617, 2439, 2453, 2459, 2473, 2496, 2528, 2546, 2547, 1106, 1058]"
4430,"[2552, 2596, 2625, 2658, 2697, 2710, 2868, 2921, 2922, 2841, 4919]"
4431,"[2890, 3004, 3008, 2567, 3143, 3158, 3235, 2273, 2274, 2282, 2389, 25, 2106, 1875, 4797, 2931, 899, 1434]"
4432,"[2288, 2363, 2899, 3096, 3540, 3625, 3638, 3649, 3794, 3815, 549, 5032, 4196, 1364]"
4433,"[3850, 3861, 3968, 4032, 4047, 4067, 4089, 4114, 4208, 4237, 3962]"
4434,"[4284, 4301, 4350, 4377, 4403, 4463, 4468, 4479, 4505, 4538, 4584, 4458, 5104, 4157]"
4435,"[4547, 4767, 4849, 4557, 4558, 4562, 4567, 4700, 4703, 4723, 4248, 5259, 214, 4005]"
4436,"[1022, 1049, 1178, 1582, 2060, 2199, 2474, 2589, 2839, 3868, 2068, 5434]"
4437,"[4771, 4861, 4905, 4908, 4937, 5054, 4986, 5002, 5004, 5007, 271]"
4438,"[5014, 5079, 5098, 5138, 5151, 5161, 5265, 5242, 5267, 5370, 2517]"
4439,"[5409, 5428, 5472, 5475, 5478, 5552, 157, 833, 1602, 1729, 3706]"
4440,"[3869, 3942, 3946, 4353, 4432, 4552, 5363, 5533, 5578, 1619, 214]"
4441,"[4403, 1819, 1834, 1896, 1908, 2022, 2086, 3175, 3187, 3210, 3588, 5121, 3397, 2822, 4157, 1995, 3570, 2711]"
4442,"[3211, 3212, 3294, 2741, 3336, 3371, 3372, 3387, 3392, 3431, 5525, 3955, 214]"
4443,"[4772, 3505, 3093, 3583, 3895, 3849, 3874, 3865, 5008, 5009, 5425]"
4444,"[5232, 5293, 5434, 5615, 3358, 3769, 1836, 4918, 2920, 2846, 3238, 339, 4669]"
4445,"[333, 556, 2392, 2411, 3161, 3672, 4885, 5023, 5274, 5336, 738, 1309, 4523]"
4446,"[3174, 681, 2967, 4099, 5260, 3266, 2370, 5505, 3278, 4353, 4166, 1808, 1485, 2822, 5102, 5227]"
4447,"[424, 715, 1943, 2555, 2556, 2587, 2686, 2932, 3236, 3837, 5259, 3706, 2833]"
4448,"[4199, 4202, 4201, 4264, 4657, 4795, 5199, 5565, 3370, 3772, 4768]"
4449,"[3356, 3351, 3386, 3327, 3873, 3927, 5607, 4110, 4204, 671, 2345, 3238, 744, 4542, 697, 680]"
4450,"[3100, 3643, 5312, 5456, 306, 231, 798, 1814, 1940, 2195, 271]"
4451,"[5391, 5479, 5482, 3459, 5421, 374, 383, 145, 281, 307, 1808]"
4452,"[829, 1022, 1049, 1178, 1263, 1582, 2060, 2199, 2474, 2589, 1364, 3658, 1901, 2372]"
4453,"[467, 496, 545, 554, 555, 562, 588, 769, 608, 727, 2004]"
4454,"[2377, 2842, 3616, 5313, 5494, 5537, 4304, 4481, 831, 834, 4735]"
4455,"[3164, 2264, 2331, 5617, 937, 952, 1039, 1111, 1159, 1182, 3374]"
4456,"[1235, 1317, 1347, 1407, 1470, 1497, 1587, 1595, 1569, 1577, 319, 5279]"
4457,"[1611, 1613, 1614, 1651, 1652, 1653, 1658, 1660, 1668, 1708, 3047]"
4458,"[3815, 4081, 1145, 1806, 1770, 1851, 1913, 1902, 1964, 1967, 4919, 5504]"
4459,"[1946, 1963, 2150, 2163, 2222, 2340, 2361, 2371, 2380, 2393, 4481, 4918, 4669]"
4460,"[2396, 2439, 2453, 2459, 2473, 2496, 2528, 2546, 2547, 2552, 1177, 2933, 2143, 687]"
4461,"[2596, 2625, 2658, 2697, 2710, 2868, 2921, 2922, 2841, 2890, 5425, 2741, 1075, 2380, 406, 2068, 2474]"
4462,"[2839, 3868, 3869, 3942, 3946, 4432, 4552, 5363, 5533, 5578, 744, 2700, 4373, 3826, 1804, 5090, 5086, 2126]"
4463,"[1619, 3174, 3386, 3327, 3873, 3927, 5607, 3004, 3008, 3077, 5526]"
4464,"[2567, 3118, 3143, 3158, 3235, 2273, 2274, 2282, 2288, 2363, 1309, 4462]"
4465,"[2899, 3096, 3540, 3625, 3638, 3649, 3794, 3850, 3861, 3968, 652, 4072]"
4466,"[4032, 4047, 4067, 4089, 4114, 4208, 4237, 4284, 4301, 4326, 3548]"
4467,"[3356, 3351, 4350, 4377, 4463, 4468, 4479, 4505, 4538, 4547, 4669]"
4468,"[5054, 5079, 5242, 5472, 1896, 5009, 5022, 3358, 3769, 1836, 1246]"
4469,"[4767, 4849, 4557, 4558, 4562, 4567, 4700, 4703, 4723, 4743, 5447, 2127, 551, 2048]"
4470,"[4748, 4745, 4771, 4861, 4905, 4908, 4937, 4986, 5002, 5004, 4049]"
4471,"[5007, 5014, 5098, 5138, 5151, 5161, 5265, 5267, 5370, 5409, 5133]"
4472,"[5428, 5475, 5478, 5552, 157, 833, 1602, 1682, 1729, 1819, 5295, 4798, 5412]"
4473,"[1834, 1908, 2022, 2086, 3175, 3187, 3210, 3211, 3212, 3294, 5360]"
4474,"[2741, 3336, 3352, 3371, 3372, 3387, 3392, 3431, 4772, 3505, 2430]"
4475,"[5601, 3093, 3583, 3895, 3849, 3874, 3865, 4751, 5008, 5232, 5617]"
4476,"[5293, 5434, 5615, 5610, 681, 2967, 4918, 2920, 2846, 4099, 3237, 5359, 1695, 3639]"
4477,"[5260, 3266, 424, 715, 1943, 2370, 2555, 2556, 2587, 2686, 1831]"
4478,"[4081, 2932, 3236, 3837, 4199, 4202, 4201, 4264, 4657, 4795, 4433, 1824, 5273]"
4479,"[5199, 5505, 5506, 5565, 3278, 3370, 3772, 4110, 4204, 671, 1363, 24]"
4480,"[2377, 2842, 3100, 3616, 3643, 5312, 5313, 5456, 5494, 5537, 1824]"
4481,"[4304, 4481, 306, 374, 383, 145, 231, 281, 307, 467, 4049, 1704, 1702]"
4482,"[496, 545, 554, 555, 562, 588, 769, 608, 727, 798, 1824, 214, 1363]"
4483,"[831, 834, 937, 952, 1039, 1111, 1159, 1182, 1235, 1317, 4052]"
4484,"[1347, 1407, 1470, 1497, 1587, 1595, 1569, 1577, 1611, 1613, 4542]"
4485,"[1614, 1651, 1652, 1653, 1658, 1660, 1668, 1708, 1806, 1770, 1831, 5360]"
4486,"[1814, 1851, 1913, 1902, 1964, 1967, 1940, 1946, 1963, 2195, 1808]"
4487,"[3358, 3769, 1836, 2596, 5054, 5079, 5242, 5472, 1896, 5009, 1177]"
4488,"[2150, 2163, 2222, 2340, 2361, 2371, 2380, 2393, 2396, 2439, 636, 1085, 5110, 916, 809, 3238, 5163, 2851]"
4489,"[5506, 3077, 5022, 4918, 333, 556, 2392, 2411, 2920, 2846, 1808, 139]"
4490,"[3161, 3672, 4099, 4885, 5023, 5260, 5274, 5336, 5391, 5479, 2685, 1177, 1132, 687, 4797, 4399, 3570, 3530]"
4491,"[5482, 3459, 3266, 5421, 5506, 2370, 4657, 5505, 3164, 3278, 5032, 4196]"
4492,"[306, 231, 798, 1263, 1814, 1940, 2195, 2596, 3077, 3358, 2685]"
4493,"[3100, 3643, 5312, 5456, 2331, 3769, 4353, 5054, 5079, 5242, 2685, 1898, 1284, 4988]"
4494,"[1668, 5472, 1836, 1896, 3174, 5009, 5022, 2453, 2459, 2473, 561, 4329, 4324, 830, 5425]"
4495,"[2496, 2528, 2546, 2547, 2552, 2625, 2658, 2697, 2710, 2868, 5032, 4196]"
4496,"[2921, 2922, 2841, 2890, 3004, 3008, 2567, 3118, 3143, 3158, 1177]"
4497,"[3235, 2273, 2274, 2282, 2288, 2363, 2899, 3096, 3540, 3625, 2685]"
4498,"[3638, 3649, 3794, 3815, 3850, 3861, 3968, 4032, 4047, 4067, 4462, 5425, 2685]"
4499,"[4089, 4114, 4208, 4237, 4284, 4301, 4326, 4350, 4377, 4403, 2685, 1831, 1927, 1830, 1177, 392]"
4500,"[3150, 3413, 2022, 2419, 2420, 2444, 2868, 4249, 1640, 5461, 2474, 4855]"
4501,"[1712, 366, 671, 2630, 3609, 4365, 5388, 5488, 2090, 4790, 4571, 4564, 69, 190]"
4502,"[1712, 366, 671, 2630, 3609, 4365, 5388, 5488, 422, 424, 3374, 4189, 805, 4056, 5259, 3452, 4372]"
4503,"[1712, 2028, 2454, 2715, 3635, 2899, 4179, 4180, 4340, 4404, 1205, 3154]"
4504,"[366, 4790, 5267, 5370, 2039, 3117, 3455, 3636, 4853, 4377, 5018]"
4505,"[366, 1712, 671, 2630, 3609, 4365, 5388, 5488, 1757, 2690, 3825, 918]"
4506,"[3943, 5096, 3316, 671, 4790, 422, 424, 2028, 2090, 2454, 4817, 3699, 2059, 1019]"
4507,"[3479, 3933, 4032, 4159, 1626, 5168, 2715, 3635, 2899, 4179, 4213]"
4508,"[4180, 4340, 4404, 5267, 5370, 2039, 3117, 3455, 3636, 4853, 5592, 5593]"
4509,"[149, 959, 3946, 4758, 4977, 5288, 5532, 379, 151, 202, 5373, 474, 854, 4945]"
4510,"[331, 485, 545, 546, 591, 731, 733, 736, 759, 860, 612, 613]"
4511,"[1397, 1924, 2055, 2496, 3938, 3945, 389, 4686, 379, 938, 3547]"
4512,"[959, 1009, 1051, 1140, 1178, 1238, 1211, 1239, 1269, 1336, 2304]"
4513,"[1351, 1401, 1413, 1453, 1518, 1611, 1635, 1662, 1668, 1804, 1905, 1867, 5145, 1424]"
4514,"[1869, 1892, 2060, 2099, 2124, 2138, 2175, 2185, 2209, 2346, 214]"
4515,"[2382, 2484, 2653, 2664, 2795, 2852, 2939, 3002, 3061, 3345, 1905, 185, 3126, 178, 5570]"
4516,"[3484, 3354, 2289, 2416, 2773, 2776, 3537, 3551, 3592, 3670, 1905]"
4517,"[3317, 3794, 3904, 3953, 4042, 4629, 4133, 4099, 4158, 4192, 365, 1905, 663, 839, 1867, 1403, 3698, 2991]"
4518,"[4247, 4281, 4295, 4316, 4403, 4411, 4434, 4490, 4562, 4579, 5049, 2991]"
4519,"[4712, 5285, 4657, 4803, 4918, 4981, 5254, 5246, 5305, 5379, 4166]"
4520,"[5420, 5537, 264, 735, 1170, 1254, 3350, 3896, 4467, 5008, 1046, 1363, 1134, 4248, 343, 5472]"
4521,"[4635, 4823, 4952, 5064, 5129, 5148, 5286, 5299, 5479, 5558, 4139, 1853, 4157, 4918]"
4522,"[4790, 3943, 1397, 1924, 2055, 2496, 3933, 3938, 3945, 4377, 670, 5420]"
4523,"[5438, 1357, 1726, 1729, 2176, 2186, 3116, 3174, 3187, 3352, 1489]"
4524,"[3316, 4076, 4110, 4408, 1712, 671, 2630, 3609, 4365, 5388, 1905, 839, 1867, 1403, 1988, 1424, 2872, 53]"
4525,"[5488, 422, 424, 2028, 2090, 2454, 2715, 3635, 2899, 4179, 2939, 508, 3551, 5279, 1323, 4403, 3183, 2626]"
4526,"[4180, 4340, 4404, 5267, 5370, 2039, 3117, 3455, 3636, 4853, 1805]"
4527,"[149, 151, 202, 331, 485, 545, 546, 591, 731, 733, 5049]"
4528,"[389, 4686, 2185, 3794, 4918, 5096, 379, 736, 759, 860, 3162, 3470, 319, 104, 5279, 2040]"
4529,"[938, 959, 1009, 1051, 1140, 1178, 1238, 1211, 1239, 1269, 324, 53, 196]"
4530,"[1336, 1351, 1401, 1413, 1453, 1518, 1611, 1635, 1662, 1668, 3982, 5473, 4327, 1735, 1306, 488, 40, 1858]"
4531,"[1757, 2138, 2690, 4159, 4712, 4758, 5285, 1869, 1892, 2099, 5614]"
4532,"[1804, 2060, 2124, 2175, 2209, 2346, 2382, 2484, 2653, 2664, 1424, 5024]"
4533,"[2795, 2852, 2939, 3002, 3061, 3345, 3484, 3354, 3479, 2289, 214, 1376, 4823, 1642, 1424]"
4534,"[2416, 2773, 2776, 3537, 3551, 3592, 3670, 3904, 3946, 3953, 214]"
4535,"[4042, 4629, 4032, 4133, 4099, 4158, 4192, 4247, 4281, 4295, 5049]"
4536,"[4316, 4403, 4411, 4434, 4490, 4562, 4579, 4635, 4657, 4803, 4143, 4678]"
4537,"[4823, 4952, 4977, 4981, 5064, 5129, 5148, 5254, 5246, 5286, 2304, 4143, 1824]"
4538,"[5288, 5299, 5305, 5379, 5420, 5479, 5537, 5558, 264, 735, 4166]"
4539,"[1170, 1254, 1357, 1626, 1726, 1729, 2176, 2186, 3116, 3174, 5049]"
4540,"[3187, 3317, 3350, 3352, 5168, 3896, 4076, 4110, 4408, 4467, 1853]"
4541,"[1397, 1924, 2055, 2496, 3933, 3938, 3943, 3945, 389, 4686, 2029, 2854, 4627]"
4542,"[5008, 5438, 5532, 1712, 366, 2630, 3609, 4365, 5388, 5488, 2856]"
4543,"[422, 424, 2028, 2090, 2454, 2715, 3635, 2899, 4179, 4180, 3087, 4419, 4242, 4234]"
4544,"[4340, 4404, 5267, 5370, 2039, 3117, 3455, 3636, 4853, 149, 1864, 3183]"
4545,"[151, 202, 331, 485, 545, 546, 591, 731, 733, 736, 474]"
4546,"[759, 860, 938, 1009, 1051, 1140, 1178, 1238, 1211, 1239, 2183]"
4547,"[1757, 2690, 4032, 4159, 1626, 959, 1269, 1336, 1351, 1401, 4213, 1019]"
4548,"[3479, 5168, 1413, 1453, 1518, 1611, 1635, 1662, 1668, 1804, 1802]"
4549,"[2185, 2653, 3061, 2289, 2416, 3592, 4192, 4295, 4918, 4952, 4143]"
4550,"[1869, 1892, 2060, 2099, 2124, 2138, 2175, 2209, 2346, 2382, 420, 1860]"
4551,"[4712, 4758, 5285, 2484, 2795, 2852, 3345, 2773, 2776, 3537, 311, 118]"
4552,"[2664, 2939, 3002, 3484, 3354, 3551, 3670, 3794, 3904, 3946, 4071, 214, 4155, 5018]"
4553,"[5096, 1712, 2090, 3117, 3484, 3953, 4042, 4629, 4133, 4099, 1403, 1424, 1905, 839]"
4554,"[4158, 4247, 4281, 4316, 4377, 4403, 4411, 4434, 4490, 4562, 2872, 1403]"
4555,"[4579, 4635, 4657, 4803, 4823, 4977, 4981, 5064, 5096, 5129, 1403, 1424, 1905, 839]"
4556,"[5148, 5254, 5246, 5286, 5288, 5299, 5305, 5379, 5420, 5479, 1403, 1424, 1905, 839]"
4557,"[5537, 5558, 264, 735, 1170, 1254, 1357, 1726, 1729, 2176, 1403, 1424, 1905, 839]"
4558,"[2186, 3116, 3174, 3187, 3317, 3350, 3352, 3316, 3896, 4076, 1403, 1424, 1905, 839]"
4559,"[4110, 4408, 4467, 5008, 5438, 5532, 1712, 366, 671, 2630, 1403, 1424, 1905, 839]"
4560,"[3609, 4365, 5388, 5488, 422, 424, 2028, 2090, 2454, 2715, 1403, 1424, 1905, 839]"
4561,"[3635, 2899, 4179, 4180, 4340, 4404, 4790, 5267, 5370, 2039, 1424, 1905, 1867, 1403]"
4562,"[3117, 3455, 3636, 4853, 379, 149, 151, 202, 331, 485, 1905]"
4563,"[545, 546, 591, 731, 733, 736, 759, 860, 938, 959, 1403, 1424, 1905, 839]"
4564,"[1009, 1051, 1140, 1178, 1238, 1211, 1239, 1269, 1336, 1351, 1403, 1424, 1905, 839]"
4565,"[1401, 1397, 1413, 1453, 1518, 1611, 1635, 1662, 1668, 1757, 1403, 1424, 1905, 839]"
4566,"[1804, 1924, 1869, 1892, 2055, 2060, 2099, 2124, 2138, 2175, 1403, 1424, 1905, 839]"
4567,"[2185, 2209, 2346, 2382, 2484, 2496, 2653, 2664, 2690, 2795, 1403, 1424, 1905, 839]"
4568,"[2852, 2939, 3002, 3061, 3345, 3484, 3354, 3479, 2289, 2416, 1905]"
4569,"[2773, 2776, 3537, 3551, 3592, 3670, 3794, 3904, 3933, 3938, 1403, 1424, 1905, 839]"
4570,"[3943, 3945, 3946, 3953, 4042, 4629, 4032, 4133, 4099, 4158, 1403, 1424, 1905, 1664, 839]"
4571,"[4159, 4192, 4247, 4281, 4295, 4316, 4377, 4403, 4411, 4434, 1403, 1424, 1905, 839]"
4572,"[4490, 4562, 4579, 4635, 4657, 4712, 4758, 4803, 4823, 4918, 1424]"
4573,"[4952, 4977, 4981, 5064, 5096, 5129, 5148, 5254, 5246, 5285, 1424, 1905, 1867, 1403]"
4574,"[5286, 5288, 5299, 5305, 5379, 5420, 5479, 5537, 5558, 264, 1403, 839]"
4575,"[389, 735, 1170, 1254, 1357, 1626, 1726, 1729, 2176, 2186, 1403, 1424, 1905, 839]"
4576,"[3116, 3174, 3187, 3317, 3350, 3352, 5168, 3316, 3896, 4076, 1403, 1424, 1905, 839]"
4577,"[4110, 4408, 4467, 4686, 5008, 5438, 5532, 1712, 366, 671, 1403, 1424, 1905, 839]"
4578,"[2630, 3609, 4365, 5388, 5488, 422, 424, 2028, 2090, 2454, 1403, 1424, 1905, 839]"
4579,"[2715, 3635, 2899, 4179, 4180, 4340, 4404, 4790, 5267, 5370, 1403, 1424, 1905, 839]"
4580,"[2039, 3117, 3455, 3636, 4853, 379, 149, 151, 202, 331, 1403, 1424, 1905, 839]"
4581,"[485, 545, 546, 591, 731, 733, 736, 759, 860, 938, 1403, 1424, 1905, 839]"
4582,"[959, 1009, 1051, 1140, 1178, 1238, 1211, 1239, 1269, 1336, 1403, 1424, 1905, 839]"
4583,"[1351, 1401, 1397, 1413, 1453, 1518, 1611, 1635, 1662, 1668, 1403, 1424, 1905, 839]"
4584,"[1757, 1804, 1924, 1869, 1892, 2055, 2060, 2099, 2124, 2138, 839, 1403]"
4585,"[2175, 2185, 2209, 2346, 2382, 2484, 2496, 2653, 2664, 2690, 1424]"
4586,"[2795, 2852, 2939, 3002, 3061, 3345, 3484, 3354, 3479, 2289, 1905]"
4587,"[2416, 2773, 2776, 3537, 3551, 3592, 3670, 3794, 3904, 3933, 1403, 1424, 1905, 839]"
4588,"[3938, 3943, 3945, 3946, 3953, 4042, 4629, 4032, 4133, 4099, 1403, 1424, 1905, 839]"
4589,"[4158, 4159, 4192, 4247, 4281, 4295, 4316, 4377, 4403, 4411, 1424]"
4590,"[4434, 4490, 4562, 4579, 4635, 4657, 4712, 4758, 4803, 4823, 1403, 1712, 1424, 1905, 839]"
4591,"[4918, 4952, 4977, 4981, 5064, 5096, 5129, 5148, 5254, 5246, 1403, 1424, 1905, 839]"
4592,"[264, 389, 735, 1170, 1254, 1357, 1626, 1726, 1729, 2176, 1403, 4942, 1424, 1905, 839]"
4593,"[2186, 3116, 3174, 3187, 3317, 3350, 3352, 5168, 3316, 3896, 1403, 1424, 1905, 839]"
4594,"[4076, 4110, 4408, 4467, 4686, 5008, 5438, 5532, 1712, 366, 839, 1403]"
4595,"[671, 2630, 3609, 4365, 5388, 5488, 422, 424, 2028, 2090, 1403, 1424, 1905, 839]"
4596,"[2454, 2715, 3635, 2899, 4179, 4180, 4340, 4404, 4790, 5267, 1424, 1905, 1867, 1403]"
4597,"[5370, 2039, 3117, 3455, 3636, 4853, 379, 149, 151, 202, 1403, 839]"
4598,"[331, 485, 545, 546, 591, 731, 733, 736, 759, 860, 1403, 1424, 1905, 839]"
4599,"[938, 959, 1009, 1051, 1140, 1178, 1238, 1211, 1239, 1269, 1403, 1424, 1905, 839]"
4600,"[2914, 4207, 430, 650, 872, 3769, 600, 5427, 165, 400, 3551, 2360, 3149, 3648, 2699]"
4601,"[5162, 263, 960, 1151, 676, 3243, 3460, 3650, 580, 2826, 579]"
4602,"[4554, 485, 5011, 5053, 5224, 2591, 4047, 682, 1875, 4609, 4803, 2840, 4852, 5382]"
4603,"[5023, 4032, 4684, 4683, 5011, 5053, 5224, 2591, 4504, 5354, 3655, 2846]"
4604,"[4144, 2177, 4109, 2527, 3505, 5486, 4504, 5354, 2961, 4024, 4524, 772, 4150, 2840, 3735, 5041, 1309]"
4605,"[5011, 5267, 5341, 3352, 1726, 736, 2065, 5479, 5472, 4504, 3735, 1106]"
4606,"[5011, 5053, 5224, 2591, 3647, 3645, 3004, 2144, 5428, 2970, 3602, 1295]"
4607,"[4905, 5011, 5053, 5224, 2591, 3492, 824, 1604, 1353, 727, 4683, 1295]"
4608,"[5023, 5011, 5053, 5224, 2591, 4684, 4683, 653, 4481, 1454, 4718, 657]"
4609,"[5011, 5053, 5224, 2591, 3790, 5565, 2323, 2350, 2238, 5487, 1621, 772, 1049, 4508, 3019, 757]"
4610,"[5011, 5053, 5224, 2591, 3726, 151, 1743, 4214, 4504, 4554, 3742]"
4611,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 4368]"
4612,"[3647, 5565, 2331, 5328, 3621, 5362, 3876, 4326, 1263, 1303, 4524, 772, 4150, 3579, 4772, 2840, 3735, 5122]"
4613,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 4684, 4683, 2840, 4852, 5382]"
4614,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 2389, 3238, 25, 1927, 4877]"
4615,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 864, 772, 4508]"
4616,"[4481, 5011, 5053, 5224, 2591, 4554, 3647, 3645, 485, 3004, 4150, 271, 5122, 1862, 4803]"
4617,"[4504, 5354, 4144, 2177, 4109, 2527, 3505, 5486, 3219, 3222, 3041]"
4618,"[5011, 4504, 5354, 5267, 5341, 3352, 4144, 1726, 2177, 4109, 2486, 3693, 864, 4150]"
4619,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 1711, 712, 4150, 2248, 4903]"
4620,"[5140, 5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 4150, 2840, 4852]"
4621,"[151, 5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 1879]"
4622,"[5011, 5053, 5224, 2591, 4803, 4504, 4554, 5354, 3647, 5267, 4210, 956, 3395]"
4623,"[5011, 5053, 5224, 2591, 4958, 4504, 4554, 5354, 3647, 5267, 4166]"
4624,"[5023, 5011, 5053, 5224, 2591, 4684, 4683, 2976, 4504, 4554, 2389, 79]"
4625,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 4622, 3777, 1177]"
4626,"[5011, 5053, 5224, 2591, 1875, 5328, 4504, 4554, 5354, 3647, 4524, 2840, 3735]"
4627,"[5011, 5053, 5224, 2591, 1875, 5328, 4504, 4554, 5354, 3647, 3790, 772, 4508]"
4628,"[1299, 4557, 5011, 5053, 5224, 2591, 2967, 4114, 4558, 4504, 864]"
4629,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 772, 4508, 864]"
4630,"[5011, 5053, 5224, 2591, 1875, 5328, 4504, 4554, 5354, 3647, 772, 4508]"
4631,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 772, 2094, 4508, 657]"
4632,"[5011, 5053, 5224, 2591, 4905, 4423, 4424, 4504, 4554, 5354, 1711]"
4633,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 1711]"
4634,"[4504, 5354, 4144, 2177, 4109, 2527, 3505, 5486, 2801, 1638, 3446]"
4635,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 4508, 772]"
4636,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 4555, 1761, 1599]"
4637,"[5011, 5053, 5224, 2591, 4504, 5354, 3647, 5267, 5341, 3352, 5382, 2840]"
4638,"[2177, 5434, 5167, 5011, 5053, 5224, 2591, 1875, 3302, 3431, 4524]"
4639,"[4504, 5354, 4144, 2177, 4109, 2527, 3505, 5486, 1125, 3077, 993, 2840, 4852, 5382]"
4640,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 5145, 4150]"
4641,"[4081, 5011, 5053, 5224, 2591, 1145, 4504, 4554, 5354, 3647, 3655]"
4642,"[5341, 5339, 5281, 2216, 5011, 5053, 5224, 2591, 3508, 3034, 1106]"
4643,"[5053, 5224, 2591, 3352, 1726, 2238, 3484, 2761, 3551, 2044, 4473, 4166]"
4644,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 1639, 2107]"
4645,"[5011, 5053, 5224, 2591, 1875, 5328, 4504, 4554, 5354, 3647, 4524, 772, 4150, 2840, 3735, 5041, 1309]"
4646,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 1711, 1879, 4524, 864, 772, 91]"
4647,"[4504, 5354, 4144, 2177, 4109, 2527, 3505, 5486, 1212, 3158, 5152, 4368]"
4648,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 1049, 3019, 989]"
4649,"[5011, 5053, 5224, 2591, 1875, 5328, 1704, 4504, 4554, 5354, 3351, 1295, 4143, 330, 1621, 3325, 5257, 3255]"
4650,"[5011, 5053, 5224, 2591, 4081, 4504, 4554, 5354, 3647, 5267, 3655, 4918, 4210, 2448]"
4651,"[5011, 5053, 5224, 2591, 2345, 4911, 4952, 1978, 1913, 389, 1177, 4624, 4622, 49]"
4652,"[1774, 3386, 5011, 5053, 5224, 2591, 2961, 2761, 5615, 2090, 772, 4508]"
4653,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 772, 4508, 105, 3735]"
4654,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 1106, 993, 2805, 1025]"
4655,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 2959, 2840, 507, 4852]"
4656,"[5011, 5053, 5224, 2591, 4554, 3647, 3645, 485, 3004, 2144, 1049]"
4657,"[5011, 5053, 5224, 2591, 5140, 4504, 4554, 5354, 3647, 5267, 4150, 2840, 4852]"
4658,"[151, 5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 3655, 1879, 4883, 2448]"
4659,"[5023, 5011, 5053, 5224, 2591, 4684, 4683, 4504, 4554, 5354, 4150, 2840, 4852]"
4660,"[5011, 5053, 5224, 2591, 4038, 4504, 4554, 5354, 3647, 5267, 2822, 2131, 190, 1862, 4803, 214]"
4661,"[5023, 5011, 5053, 5224, 2591, 4684, 4683, 4504, 4554, 5354, 772, 4508]"
4662,"[5011, 5053, 5224, 2591, 1875, 5328, 4504, 4554, 5354, 3647, 772, 4508]"
4663,"[5011, 5053, 5224, 2591, 1875, 5328, 4504, 4554, 5354, 3647, 772, 4508, 5558]"
4664,"[5011, 5053, 5224, 2591, 4557, 4504, 4554, 5354, 3647, 5267, 3735, 2352, 1295]"
4665,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 1745, 4524, 772, 214, 4150, 3735]"
4666,"[5011, 5053, 5224, 2591, 1299, 4504, 4554, 5354, 3647, 5267, 1106, 772, 4508]"
4667,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 5295, 4798]"
4668,"[5011, 5053, 5224, 2591, 4504, 4554, 5354, 3647, 5267, 5341, 2976]"
4669,"[5023, 5011, 5053, 5224, 2591, 4684, 4683, 4504, 4554, 5354, 79]"
